goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	boundsCode	boundsDesc	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	footnotes	sources	timeDetails	nature_2000	value_numeric_part_2000	value_is_censored_2000	value_detail_2000	nature_2001	value_numeric_part_2001	value_is_censored_2001	value_detail_2001	nature_2002	value_numeric_part_2002	value_is_censored_2002	value_detail_2002	nature_2003	value_numeric_part_2003	value_is_censored_2003	value_detail_2003	nature_2004	value_numeric_part_2004	value_is_censored_2004	value_detail_2004	nature_2005	value_numeric_part_2005	value_is_censored_2005	value_detail_2005	nature_2006	value_numeric_part_2006	value_is_censored_2006	value_detail_2006	nature_2007	value_numeric_part_2007	value_is_censored_2007	value_detail_2007	nature_2008	value_numeric_part_2008	value_is_censored_2008	value_detail_2008	nature_2009	value_numeric_part_2009	value_is_censored_2009	value_detail_2009	nature_2010	value_numeric_part_2010	value_is_censored_2010	value_detail_2010	nature_2011	value_numeric_part_2011	value_is_censored_2011	value_detail_2011	nature_2012	value_numeric_part_2012	value_is_censored_2012	value_detail_2012	nature_2013	value_numeric_part_2013	value_is_censored_2013	value_detail_2013	nature_2014	value_numeric_part_2014	value_is_censored_2014	value_detail_2014	nature_2015	value_numeric_part_2015	value_is_censored_2015	value_detail_2015	nature_2016	value_numeric_part_2016	value_is_censored_2016	value_detail_2016	nature_2017	value_numeric_part_2017	value_is_censored_2017	value_detail_2017	nature_2018	value_numeric_part_2018	value_is_censored_2018	value_detail_2018	value_numeric_part_latest	value_is_censored_latest	value_detail_latest	latest_year
15	15.4	15.4.1	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	2019.Q1.G.03	012	Algeria	015	Northern Africa	Country	DZA	1	2.678164227	28.15940032	_T	Mid-point	PERCENT	Percentage			G	Global		[2000-2018]: BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C : Country data	16.41342	False	16.41342	C : Country data	17.35279	False	17.35279	C : Country data	17.35279	False	17.35279	C : Country data	17.79852	False	17.79852	C : Country data	25.90582	False	25.90582	C : Country data	25.90582	False	25.90582	C : Country data	25.90582	False	25.90582	C : Country data	25.90582	False	25.90582	C : Country data	25.90582	False	25.90582	C : Country data	25.90582	False	25.90582	C : Country data	25.90582	False	25.90582	C : Country data	25.90582	False	25.90582	C : Country data	25.90582	False	25.90582	C : Country data	25.90582	False	25.90582	C : Country data	25.90582	False	25.90582	C : Country data	25.90582	False	25.90582	C : Country data	25.90582	False	25.90582	C : Country data	25.90582	False	25.90582	C : Country data	25.90582	False	25.90582	25.90582	False	25.90582	2018
15	15.4	15.4.1	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	2019.Q1.G.03	012	Algeria	015	Northern Africa	Country	DZA	1	2.678164227	28.15940032	UB	Upper bound	PERCENT	Percentage			G	Global		[2000-2018]: BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C : Country data	16.41342	False	16.41342	C : Country data	17.35279	False	17.35279	C : Country data	17.35279	False	17.35279	C : Country data	17.79852	False	17.79852	C : Country data	25.90582	False	25.90582	C : Country data	25.90582	False	25.90582	C : Country data	25.90582	False	25.90582	C : Country data	25.90582	False	25.90582	C : Country data	25.90582	False	25.90582	C : Country data	25.90582	False	25.90582	C : Country data	25.90582	False	25.90582	C : Country data	25.90582	False	25.90582	C : Country data	25.90582	False	25.90582	C : Country data	25.90582	False	25.90582	C : Country data	25.90582	False	25.90582	C : Country data	25.90582	False	25.90582	C : Country data	25.90582	False	25.90582	C : Country data	25.90582	False	25.90582	C : Country data	25.90582	False	25.90582	25.90582	False	25.90582	2018
15	15.4	15.4.1	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	2019.Q1.G.03	016	American Samoa	061	Polynesia	Country	ASM	0	-170.7187269	-14.30587306	LB	Lower bound	PERCENT	Percentage			G	Global		[2000-2018]: BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	90.95213	False	90.95213	2018
15	15.4	15.4.1	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	2019.Q1.G.03	016	American Samoa	061	Polynesia	Country	ASM	0	-170.7187269	-14.30587306	_T	Mid-point	PERCENT	Percentage			G	Global		[2000-2018]: BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	90.95213	False	90.95213	2018
15	15.4	15.4.1	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	2019.Q1.G.03	016	American Samoa	061	Polynesia	Country	ASM	0	-170.7187269	-14.30587306	UB	Upper bound	PERCENT	Percentage			G	Global		[2000-2018]: BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	C : Country data	90.95213	False	90.95213	90.95213	False	90.95213	2018
15	15.4	15.4.1	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	2019.Q1.G.03	020	Andorra	039	Southern Europe	Country	AND	1	1.576257417	42.54548611	LB	Lower bound	PERCENT	Percentage			G	Global		[2000-2018]: BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C : Country data	14.67156	False	14.67156	C : Country data	14.67156	False	14.67156	C : Country data	14.67156	False	14.67156	C : Country data	17.89569	False	17.89569	C : Country data	17.89569	False	17.89569	C : Country data	17.89569	False	17.89569	C : Country data	17.89569	False	17.89569	C : Country data	17.89569	False	17.89569	C : Country data	17.89569	False	17.89569	C : Country data	17.89569	False	17.89569	C : Country data	17.89569	False	17.89569	C : Country data	17.89569	False	17.89569	C : Country data	17.89569	False	17.89569	C : Country data	26.08191	False	26.08191	C : Country data	26.08191	False	26.08191	C : Country data	26.08191	False	26.08191	C : Country data	26.08191	False	26.08191	C : Country data	26.08191	False	26.08191	C : Country data	26.08191	False	26.08191	26.08191	False	26.08191	2018
15	15.4	15.4.1	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	2019.Q1.G.03	020	Andorra	039	Southern Europe	Country	AND	1	1.576257417	42.54548611	_T	Mid-point	PERCENT	Percentage			G	Global		[2000-2018]: BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C : Country data	14.67156	False	14.67156	C : Country data	14.67156	False	14.67156	C : Country data	14.67156	False	14.67156	C : Country data	17.89569	False	17.89569	C : Country data	17.89569	False	17.89569	C : Country data	17.89569	False	17.89569	C : Country data	17.89569	False	17.89569	C : Country data	17.89569	False	17.89569	C : Country data	17.89569	False	17.89569	C : Country data	17.89569	False	17.89569	C : Country data	17.89569	False	17.89569	C : Country data	17.89569	False	17.89569	C : Country data	17.89569	False	17.89569	C : Country data	26.08191	False	26.08191	C : Country data	26.08191	False	26.08191	C : Country data	26.08191	False	26.08191	C : Country data	26.08191	False	26.08191	C : Country data	26.08191	False	26.08191	C : Country data	26.08191	False	26.08191	26.08191	False	26.08191	2018
15	15.4	15.4.1	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	2019.Q1.G.03	020	Andorra	039	Southern Europe	Country	AND	1	1.576257417	42.54548611	UB	Upper bound	PERCENT	Percentage			G	Global		[2000-2018]: BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C : Country data	14.67156	False	14.67156	C : Country data	14.67156	False	14.67156	C : Country data	14.67156	False	14.67156	C : Country data	17.89569	False	17.89569	C : Country data	17.89569	False	17.89569	C : Country data	17.89569	False	17.89569	C : Country data	17.89569	False	17.89569	C : Country data	17.89569	False	17.89569	C : Country data	17.89569	False	17.89569	C : Country data	17.89569	False	17.89569	C : Country data	17.89569	False	17.89569	C : Country data	17.89569	False	17.89569	C : Country data	17.89569	False	17.89569	C : Country data	26.08191	False	26.08191	C : Country data	26.08191	False	26.08191	C : Country data	26.08191	False	26.08191	C : Country data	26.08191	False	26.08191	C : Country data	26.08191	False	26.08191	C : Country data	26.08191	False	26.08191	26.08191	False	26.08191	2018
15	15.4	15.4.1	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	2019.Q1.G.03	024	Angola	017	Middle Africa	Country	AGO	1	17.57817062	-12.33724746	LB	Lower bound	PERCENT	Percentage			G	Global		[2000-2018]: BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	10.614	False	10.614	2018
15	15.4	15.4.1	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	2019.Q1.G.03	024	Angola	017	Middle Africa	Country	AGO	1	17.57817062	-12.33724746	_T	Mid-point	PERCENT	Percentage			G	Global		[2000-2018]: BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	10.614	False	10.614	2018
15	15.4	15.4.1	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	2019.Q1.G.03	024	Angola	017	Middle Africa	Country	AGO	1	17.57817062	-12.33724746	UB	Upper bound	PERCENT	Percentage			G	Global		[2000-2018]: BirdLife International, IUCN and UNEP-WCMC (2018). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	C : Country data	10.614	False	10.614	10.614	False	10.614	2018
15	15.4	15.4.1	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	2019.Q1.G.03	028	Antigua and Barbuda	029	Caribbean	Country	ATG	1	-61.7999755	17.07761471	LB	Lower bound																																																																																									
15	15.4	15.4.1	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	2019.Q1.G.03	028	Antigua and Barbuda	029	Caribbean	Country	ATG	1	-61.7999755	17.07761471	_T	Mid-point																																																																																									
15	15.4	15.4.1	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	2019.Q1.G.03	028	Antigua and Barbuda	029	Caribbean	Country	ATG	1	-61.7999755	17.07761471	UB	Upper bound																																																																																									
